aircraft,tailnumber,pilot,departure,arrival,distance_nm,duration_min,duration_hhmm,date_dep_form,date_arr_form,dep_lat,dep_lon,arr_lat,arr_lon,ac_icao_type,ac_manufacturer,ac_model,ac_category,ac_is_ga,ac_airline_name
9H-WDH,9H-WDH,AndyV,LHBP,EKCH,549.0,158,2:38 h,2026-02-09 17:38:00,2026-02-09 20:16:00,47.43018,19.262393,55.617900848389,12.656000137329,A21N,Airbus,A321-271NX,PASSENGER,No,Wizz Air
N2131X,N2131X,V1RotateAP,KS27,MT03,11.0,22,0:22 h,2026-02-11 16:25:00,2026-02-11 16:48:00,,,,,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N332UP,N332UP,PilotDeviation,KJFK,KSDF,573.0,112,1:52 h,2026-02-11 15:02:00,2026-02-11 16:54:00,40.639447,-73.779317,38.1744,-85.736,B763,Boeing,767-34AF,FREIGHTER,No,UPS
N794UA,N794UA,Lyra,KSFO,RJTT,4474.0,718,11:58 h,2026-02-11 10:18:00,2026-02-11 22:17:00,37.619806,-122.374821,35.552299,139.779999,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N920NK,N920NK,Jay6zero,KTPA,KMIA,177.0,59,0:59 h,2026-02-11 05:19:00,2026-02-11 06:18:00,27.9755,-82.533203,25.79319953918457,-80.29060363769531,A320,Airbus,A320,PASSENGER,No,Spirit Airlines
N374DA,N374DA,KDTW_Al,KATL,KBTV,834.0,140,2:20 h,2026-02-11 00:14:00,2026-02-11 02:34:00,33.6367,-84.428101,44.471901,-73.153297,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N506JB,N506JB,AndyV,KJFK,KBDL,92.0,65,1:05 h,2026-02-10 23:57:00,2026-02-11 01:02:00,40.639447,-73.779317,41.93851,-72.688066,A320,Airbus,A320,PASSENGER,No,Jetblue
N2131X,N2131X,V1RotateAP,KGPI,KS27,8.0,18,0:18 h,2026-02-10 21:26:00,2026-02-10 21:45:00,48.31050109863281,-114.25599670410156,,,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
EI-EBG,EI-EBG,AndyV,EETN,LIMC,1009.0,189,3:09 h,2026-02-10 19:59:00,2026-02-10 23:09:00,59.413246,24.83264,45.6306,8.72811,B738,Boeing,737-800,PASSENGER,No,Ryanair
N514RS,N514RS,jimmy_carrot,PACD,PADQ,371.0,107,1:47 h,2026-02-10 19:47:00,2026-02-10 21:34:00,55.207871,-162.725029,57.75,-152.4940033,STAR,Beechcraft,Starship,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,CYFB,BGSF,484.0,99,1:39 h,2026-02-10 19:40:00,2026-02-10 21:20:00,63.756402,-68.555801,67.010446,-50.715294,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
OH-LXA,OH-LXA,AndyV,LOWI,EFHK,916.0,155,2:35 h,2026-02-12 18:14:00,2026-02-12 20:49:00,47.260201,11.344,60.318363,24.963341,A320,Airbus,A320,PASSENGER,No,Finnair
N23615,N23615,1715941,KHUT,KFET,212.0,100,1:40 h,2026-02-12 16:03:00,2026-02-12 17:43:00,38.0654983521,-97.86060333250002,41.45024,-96.522884,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N77ZE,N77ZE,alchemydc,KSBA,KSAN,167.0,116,1:56 h,2026-02-12 03:29:00,2026-02-12 05:25:00,34.426201,-119.839996,32.7336006165,-117.190002441,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N794UA,N794UA,Lyra,RJTT,PGUM,1352.0,224,3:44 h,2026-02-11 22:29:00,2026-02-12 02:14:00,35.552299,139.779999,13.485,144.797282,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N470AN,N470AN,Jay6zero,KCLT,KLGA,472.0,96,1:36 h,2026-02-11 22:22:00,2026-02-11 23:58:00,35.2140007019043,-80.94309997558594,40.777199,-73.872597,A21N,Airbus,A321-253NX,PASSENGER,No,American Airlines
N2131X,N2131X,V1RotateAP,K8S1,K52S,22.0,16,0:16 h,2026-02-11 22:06:00,2026-02-11 22:22:00,,,,,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,MT03,K8S1,17.0,22,0:22 h,2026-02-11 21:43:00,2026-02-11 22:05:00,,,,,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
D-AALA,D-AALA,bradfier,EDDF,EDDP,163.0,66,1:06 h,2026-02-11 21:24:00,2026-02-11 22:30:00,50.030241,8.561096,51.420657,12.232705,B77L,Boeing,777-FZN,FREIGHTER,No,AeroLogic
N2MK,N2MK,V1RotateAP,BGKK,BIRF,336.0,68,1:08 h,2026-02-11 19:24:00,2026-02-11 20:32:00,65.573601,-37.1236,64.9114,-23.823099,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,BGSF,BGKK,338.0,70,1:10 h,2026-02-11 16:50:00,2026-02-11 18:01:00,67.010446,-50.715294,65.573601,-37.1236,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,PASI,CYCG,785.0,189,3:09 h,2026-02-13 04:29:00,2026-02-13 07:39:00,57.04710006713867,-135.36199951171875,49.296398,-117.632004,STAR,Beechcraft,Starship,PASSENGER,Yes,
N706JB,N706JB,AndyV,KJFK,KBOS,162.0,57,0:57 h,2026-02-13 03:19:00,2026-02-13 04:16:00,40.639447,-73.779317,42.36197,-71.0079,A320,Airbus,A320-232,PASSENGER,No,Jetblue
N706JB,N706JB,AndyV,KBUF,KJFK,261.0,76,1:16 h,2026-02-13 01:45:00,2026-02-13 03:01:00,42.940498,-78.732201,40.639447,-73.779317,A320,Airbus,A320-232,PASSENGER,No,Jetblue
N377DA,N377DA,KDTW_Al,KMSY,KBNA,409.0,99,1:39 h,2026-02-13 00:23:00,2026-02-13 02:02:00,29.993401,-90.258003,36.1245,-86.6782,B738,Boeing,737-832WL,PASSENGER,No,Delta Air Lines
N706JB,N706JB,AndyV,KJFK,KBUF,261.0,81,1:21 h,2026-02-12 23:46:00,2026-02-13 01:08:00,40.639447,-73.779317,42.940498,-78.732201,A320,Airbus,A320-232,PASSENGER,No,Jetblue
C-FIUA,C-FIUA,Aaron1362041,CYYC,CYYZ,1452.0,223,3:43 h,2026-02-12 23:02:00,2026-02-13 02:45:00,51.118822,-114.009933,43.6772,-79.6306,B77L,Boeing,777-233LR,PASSENGER,No,Air Canada
PR-GXJ,PR-GXJ,AndyV,SBGR,SBCF,268.0,65,1:05 h,2026-02-12 22:13:00,2026-02-12 23:18:00,-23.431944,-46.467778,-19.63571,-43.966928,B38M,Boeing,737-8EH,PASSENGER,No,GOL
N8244L,N8244L,V1RotateAP,KTMB,KTPA,179.0,85,1:25 h,2026-02-12 21:51:00,2026-02-12 23:16:00,25.6479,-80.4328,27.9755,-82.533203,STAR,Beechcraft,Starship,PASSENGER,Yes,
N171CB,N171CB,1715941,KSQL,KE55,98.0,57,0:57 h,2026-02-12 20:24:00,2026-02-12 21:21:00,37.51313,-122.250838,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,PADQ,PASI,554.0,135,2:15 h,2026-02-12 19:11:00,2026-02-12 21:27:00,57.75,-152.4940033,57.04710006713867,-135.36199951171875,STAR,Beechcraft,Starship,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,CYCG,CYWG,791.0,182,3:02 h,2026-02-13 09:17:00,2026-02-13 12:19:00,49.296398,-117.632004,49.9099998474,-97.2398986816,STAR,Beechcraft,Starship,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,K52S,KMSO,24.0,24,0:24 h,2026-02-13 18:35:00,2026-02-13 18:59:00,,,46.91630173,-114.0910034,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N171CB,N171CB,1715941,KO46,KGCD,233.0,126,2:06 h,2026-02-13 17:49:00,2026-02-13 19:56:00,,,44.404202,-118.962997,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
TC-LPB,TC-LPB,AndyV,LTFM,LGAV,297.0,88,1:28 h,2026-02-13 17:30:00,2026-02-13 18:58:00,41.261297,28.741951,37.936401,23.9445,A21N,Airbus,A321-271NX,PASSENGER,No,Turkish Airlines
N2MK,N2MK,V1RotateAP,BIHN,EKVG,253.0,70,1:10 h,2026-02-13 17:12:00,2026-02-13 18:23:00,64.295601,-15.2272,62.063256,-7.275782,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N198NV,N198NV,nam1900,KFAT,KLAS,224.0,84,1:24 h,2026-02-13 16:39:00,2026-02-13 18:03:00,36.776199,-119.718002,36.083361,-115.151817,A320,Airbus,A320-214,PASSENGER,No,Allegiant Air
N2MK,N2MK,V1RotateAP,BIRF,BIHN,224.0,60,1:00 h,2026-02-13 16:10:00,2026-02-13 17:11:00,64.9114,-23.823099,64.295601,-15.2272,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N171CB,N171CB,1715941,K36S,KO46,46.0,56,0:56 h,2026-02-13 15:32:00,2026-02-13 16:29:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,CYWG,CYVO,772.0,179,2:59 h,2026-02-13 13:03:00,2026-02-13 16:03:00,49.9099998474,-97.2398986816,48.0532989502,-77.7827987671,STAR,Beechcraft,Starship,PASSENGER,Yes,
N171CB,N171CB,1715941,K0Q5,K36S,110.0,67,1:07 h,2026-02-13 12:05:00,2026-02-13 13:12:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N171CB,N171CB,1715941,KE55,K0Q5,77.0,53,0:53 h,2026-02-13 11:09:00,2026-02-13 12:02:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N322NV,N322NV,Mark3568,KMRY,KLAS,324.0,88,1:28 h,2026-02-14 18:15:00,2026-02-14 19:43:00,36.58700180053711,-121.84300231933594,36.083361,-115.151817,A319,Airbus,A319-111,PASSENGER,No,Allegiant Air
D-AIGN,D-AIGN,Aaron1362041,EDDM,KDEN,4528.0,717,11:57 h,2026-02-14 16:06:00,2026-02-15 04:03:00,48.353802,11.7861,39.861698150635,-104.672996521,A343,Airbus,A340-313,PASSENGER,No,Lufthansa
N514RS,N514RS,jimmy_carrot,CYVO,CYQB,270.0,87,1:27 h,2026-02-14 14:04:00,2026-02-14 15:32:00,48.0532989502,-77.7827987671,46.7911,-71.393303,STAR,Beechcraft,Starship,PASSENGER,Yes,
A6-EGE,A6-EGE,AndyV,OMDB,LOWW,2280.0,429,7:09 h,2026-02-14 13:16:00,2026-02-14 20:25:00,25.2527999878,55.3643989563,48.110298,16.5697,B77W,Boeing,777-300ER,PASSENGER,No,Emirates
F-GKXC,F-GKXC,1293211,ELLX,LEBB,534.0,119,1:59 h,2026-02-14 12:15:00,2026-02-14 14:14:00,49.6233333,6.2044444,43.301102,-2.91061,A320,Airbus,A320,PASSENGER,No,Air France
N171CB,N171CB,1715941,KBKE,KPIH,253.0,136,2:16 h,2026-02-14 12:09:00,2026-02-14 14:25:00,44.8372993469,-117.808998108,42.9098014831543,-112.59600067138672,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N171CB,N171CB,1715941,KGCD,KBKE,55.0,44,0:44 h,2026-02-14 08:33:00,2026-02-14 09:18:00,44.404202,-118.962997,44.8372993469,-117.808998108,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N790AN,N790AN,AndyV,KDFW,KMIA,973.0,158,2:38 h,2026-02-14 01:23:00,2026-02-14 04:02:00,32.896801,-97.038002,25.79319953918457,-80.29060363769531,B772,Boeing,777-200,PASSENGER,No,American Airlines
N77ZE,N77ZE,alchemydc,KSAN,KBIH,284.0,123,2:03 h,2026-02-13 23:15:00,2026-02-14 01:18:00,32.7336006165,-117.190002441,37.3731,-118.363998,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
D-AIQT,D-AIQT,AndyV,EDDF,EGLL,352.0,139,2:19 h,2026-02-13 19:29:00,2026-02-13 21:48:00,50.030241,8.561096,51.4706,-0.461941,A320,Airbus,A320,PASSENGER,No,Lufthansa
N514RS,N514RS,jimmy_carrot,LPLA,LPPT,839.0,192,3:12 h,2026-02-15 15:39:00,2026-02-15 18:51:00,38.761799,-27.090799,38.7813,-9.13592,STAR,Beechcraft,Starship,PASSENGER,Yes,
N475UA,N475UA,Phil,KDEN,KSAN,740.0,145,2:25 h,2026-02-15 14:30:00,2026-02-15 16:55:00,39.861698150635,-104.672996521,32.7336006165,-117.190002441,A320,Airbus,A320-232,PASSENGER,No,United Airlines
N8244L,N8244L,bradfier,KTPA,TXKF,962.0,218,3:38 h,2026-02-15 14:28:00,2026-02-15 18:07:00,27.9755,-82.533203,32.363998,-64.678703,STAR,Beechcraft,Starship,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,CYHZ,LPLA,1655.0,345,5:45 h,2026-02-15 07:04:00,2026-02-15 12:49:00,44.8807983398,-63.5085983276,38.761799,-27.090799,STAR,Beechcraft,Starship,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,CYQB,CYHZ,349.0,106,1:46 h,2026-02-15 05:11:00,2026-02-15 06:57:00,46.7911,-71.393303,44.8807983398,-63.5085983276,STAR,Beechcraft,Starship,PASSENGER,Yes,
N475UA,N475UA,Phil,KFSD,KDEN,419.0,91,1:31 h,2026-02-15 00:03:00,2026-02-15 01:35:00,43.585463,-96.741152,39.861698150635,-104.672996521,A320,Airbus,A320-232,PASSENGER,No,United Airlines
LV-GKS,LV-GKS,AndyV,SUMU,SABE,118.0,50,0:50 h,2026-02-15 00:00:00,2026-02-15 00:51:00,-34.835647,-56.026497,-34.5592,-58.4156,B738,Boeing,737-887,PASSENGER,No,Aerolineas Argentinas
LV-GKS,LV-GKS,AndyV,SABE,SUMU,118.0,55,0:55 h,2026-02-14 22:29:00,2026-02-14 23:24:00,-34.5592,-58.4156,-34.835647,-56.026497,B738,Boeing,737-887,PASSENGER,No,Aerolineas Argentinas
N77ZE,N77ZE,alchemydc,KBIH,KTVL,119.0,93,1:33 h,2026-02-14 22:23:00,2026-02-14 23:57:00,37.3731,-118.363998,38.89390182495117,-119.99500274658205,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
T7-ZEM,T7-ZEM,bradfier,EDQM,EDDS,140.0,79,1:19 h,2026-02-14 18:32:00,2026-02-14 19:52:00,50.288544,11.852876,48.689899,9.22196,TBM8,Socata,TBM 850,PASSENGER,Yes,
N794UA,N794UA,Lyra,PHNL,KLAX,2218.0,321,5:21 h,2026-02-16 19:19:00,2026-02-17 00:41:00,21.32062,-157.924228,33.942501,-118.407997,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N2131X,N2131X,V1RotateAP,KMSO,MT03,64.0,44,0:44 h,2026-02-16 18:43:00,2026-02-16 19:28:00,46.91630173,-114.0910034,,,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N171CB,N171CB,1715941,KMSO,K8S1,46.0,42,0:42 h,2026-02-16 18:38:00,2026-02-16 19:20:00,46.91630173,-114.0910034,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
9H-WDH,9H-WDH,AndyV,EKCH,LHBP,549.0,121,2:01 h,2026-02-16 18:08:00,2026-02-16 20:09:00,55.617900848389,12.656000137329,47.43018,19.262393,A21N,Airbus,A321-271NX,PASSENGER,No,Wizz Air
N171CB,N171CB,1715941,K8U8,KMSO,113.0,73,1:13 h,2026-02-16 17:19:00,2026-02-16 18:33:00,,,46.91630173,-114.0910034,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
VT-EDD,VT-EDD,alphagolfcharlie,VIDP,OMDB,1179.0,221,3:41 h,2026-02-16 13:49:00,2026-02-16 17:30:00,28.55563,77.09519,25.2527999878,55.3643989563,A320,Airbus,A320,PASSENGER,No,Air India
N794UA,N794UA,Lyra,PGUM,PHNL,3298.0,417,6:57 h,2026-02-16 12:14:00,2026-02-16 19:12:00,13.485,144.797282,21.32062,-157.924228,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N322NV,N322NV,Mark3568,KLAS,KSAN,224.0,66,1:06 h,2026-02-16 06:00:00,2026-02-16 07:06:00,36.083361,-115.151817,32.7336006165,-117.190002441,A319,Airbus,A319-111,PASSENGER,No,Allegiant Air
N527DN,N527DN,Aaron1362041,KLAX,CYVR,940.0,178,2:58 h,2026-02-15 21:21:00,2026-02-16 00:20:00,33.942501,-118.407997,49.193901062,-123.183998108,A359,Airbus,A350-941,PASSENGER,No,Delta Air Lines
N171CB,N171CB,1715941,KPIH,K8U8,215.0,120,2:00 h,2026-02-15 17:51:00,2026-02-15 19:51:00,42.9098014831543,-112.59600067138672,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,EGPB,EGPU,268.0,65,1:05 h,2026-02-17 17:59:00,2026-02-17 19:04:00,59.878899,-1.29556,56.49919891357422,-6.869170188903809,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,EKVG,EGPB,217.0,61,1:01 h,2026-02-17 16:38:00,2026-02-17 17:40:00,62.063256,-7.275782,59.878899,-1.29556,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
C-FRAM,C-FRAM,PilotDeviation,CYVR,KDEN,966.0,169,2:49 h,2026-02-17 16:01:00,2026-02-17 18:50:00,49.193901062,-123.183998108,39.861698150635,-104.672996521,B77W,Boeing,777-333ER,PASSENGER,No,Air Canada
N794UA,N794UA,Lyra,KLAX,RJAA,4726.0,719,11:59 h,2026-02-17 14:22:00,2026-02-18 02:21:00,33.942501,-118.407997,35.764702,140.386002,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N3746H,N3746H,KDTW_Al,KDTW,KPWM,579.0,108,1:48 h,2026-02-17 00:18:00,2026-02-17 02:07:00,42.21377,-83.353786,43.646198,-70.309303,B738,Boeing,737-832WL,PASSENGER,No,Delta Air Lines
N475UA,N475UA,Phil,KSAN,KDEN,740.0,120,2:00 h,2026-02-16 23:28:00,2026-02-17 01:28:00,32.7336006165,-117.190002441,39.861698150635,-104.672996521,A320,Airbus,A320-232,PASSENGER,No,United Airlines
EI-EBG,EI-EBG,AndyV,LIMC,LMML,641.0,108,1:48 h,2026-02-16 23:27:00,2026-02-17 01:15:00,45.6306,8.72811,35.857498,14.4775,B738,Boeing,737-800,PASSENGER,No,Ryanair
D-AIDO,D-AIDO,AndyV,EDDL,EDDS,182.0,63,1:03 h,2026-02-16 20:29:00,2026-02-16 21:33:00,51.289501,6.76678,48.689899,9.22196,A321,Airbus,A321,PASSENGER,No,Eurowings
N171CB,N171CB,1715941,K8S1,CKY8,211.0,100,1:40 h,2026-02-16 19:33:00,2026-02-16 21:14:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,MT03,KGPI,19.0,35,0:35 h,2026-02-16 19:28:00,2026-02-16 20:04:00,,,48.31050109863281,-114.25599670410156,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N794UA,N794UA,Lyra,PGUM,PHNL,3298.0,434,7:14 h,2026-02-18 16:23:00,2026-02-18 23:37:00,13.485,144.797282,21.32062,-157.924228,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N794UA,N794UA,Lyra,RJAA,PGUM,1358.0,232,3:52 h,2026-02-18 12:26:00,2026-02-18 16:18:00,35.764702,140.386002,13.485,144.797282,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N8244L,N8244L,bradfier,TXKF,LPLA,1862.0,361,6:01 h,2026-02-18 10:42:00,2026-02-18 16:44:00,32.363998,-64.678703,38.761799,-27.090799,STAR,Beechcraft,Starship,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LPPT,LIML,909.0,216,3:36 h,2026-02-18 08:40:00,2026-02-18 12:17:00,38.7813,-9.13592,45.445099,9.27674,STAR,Beechcraft,Starship,PASSENGER,Yes,
N77ZE,N77ZE,alchemydc,KTVL,KSMF,75.0,103,1:43 h,2026-02-18 02:08:00,2026-02-18 03:51:00,38.89390182495117,-119.99500274658205,38.6954,-121.591003,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N23615,N23615,Frilex,KIFA,KLSE,122.0,51,0:51 h,2026-02-18 00:56:00,2026-02-18 01:48:00,42.4707984924,-93.2699966431,43.879002,-91.256699,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N377DA,N377DA,KDTW_Al,KBNA,KTUL,446.0,106,1:46 h,2026-02-18 00:17:00,2026-02-18 02:03:00,36.1245,-86.6782,36.19839859008789,-95.88809967041016,B738,Boeing,737-832WL,PASSENGER,No,Delta Air Lines
N676NK,N676NK,Jay6zero,KCLT,KLGA,472.0,99,1:39 h,2026-02-17 23:12:00,2026-02-18 00:52:00,35.2140007019043,-80.94309997558594,40.777199,-73.872597,A321,Airbus,A321,PASSENGER,No,Spirit Airlines
N23615,N23615,Frilex,KFET,KIFA,157.0,73,1:13 h,2026-02-17 23:02:00,2026-02-18 00:15:00,41.45024,-96.522884,42.4707984924,-93.2699966431,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,KGPI,KSMN,191.0,87,1:27 h,2026-02-17 20:34:00,2026-02-17 22:01:00,48.31050109863281,-114.25599670410156,45.122233,-113.88196,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
D-AKNT,D-AKNT,AndyV,EDDH,EDDL,183.0,122,2:02 h,2026-02-19 20:18:00,2026-02-19 22:20:00,53.630402,9.98823,51.289501,6.76678,A319,Airbus,A319,PASSENGER,No,Eurowings
N6008S,N6008S,bradfier,KGJT,KSBS,113.0,64,1:04 h,2026-02-19 18:06:00,2026-02-19 19:10:00,39.126663,-108.529387,40.5163002,-106.8659973,BE60,Beechcraft,Model 60 Duke,PASSENGER,Yes,
CS-TJE,CS-TJE,AndyV,LEMD,LPPT,277.0,126,2:06 h,2026-02-19 17:46:00,2026-02-19 19:53:00,40.471926,-3.56264,38.7813,-9.13592,A321,Airbus,A321-211,PASSENGER,No,TAP Air Portugal
N792XJ,N792XJ,1562477,KMIA,KOWD,1082.0,163,2:43 h,2026-02-19 16:22:00,2026-02-19 19:05:00,25.79319953918457,-80.29060363769531,42.1904983521,-71.1728973389,C750,Cessna,Citation X,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,EGCK,EGTE,146.0,48,0:48 h,2026-02-19 16:19:00,2026-02-19 17:07:00,,,50.734261,-3.413984,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
CS-TJE,CS-TJE,AndyV,LPPT,LEMD,277.0,83,1:23 h,2026-02-19 16:11:00,2026-02-19 17:34:00,38.7813,-9.13592,40.471926,-3.56264,A321,Airbus,A321-211,PASSENGER,No,TAP Air Portugal
N794UA,N794UA,Lyra,PHNL,KSFO,2082.0,315,5:15 h,2026-02-19 14:43:00,2026-02-19 19:58:00,21.32062,-157.924228,37.619806,-122.374821,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N2131X,N2131X,V1RotateAP,KSMN,KBOI,137.0,86,1:26 h,2026-02-18 19:20:00,2026-02-18 20:46:00,45.122233,-113.88196,43.5644,-116.223,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N8244L,N8244L,bradfier,LPLA,LPPR,858.0,188,3:08 h,2026-02-18 17:20:00,2026-02-18 20:28:00,38.761799,-27.090799,41.2481002808,-8.68138980865,STAR,Beechcraft,Starship,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,EGPU,EGCK,221.0,63,1:03 h,2026-02-18 16:29:00,2026-02-18 17:33:00,56.49919891357422,-6.869170188903809,,,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,EGMD,LFAT,36.0,20,0:20 h,2026-02-20 18:32:00,2026-02-20 18:52:00,50.956246,0.939074,50.518284,1.621656,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,EGHF,EGMD,81.0,51,0:51 h,2026-02-20 17:33:00,2026-02-20 18:25:00,,,50.956246,0.939074,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N889UA,N889UA,Lyra,KIAH,MNMG,1186.0,197,3:17 h,2026-02-20 17:22:00,2026-02-20 20:40:00,29.984399795532227,-95.34140014648438,12.14150047302246,-86.16819763183594,A319,Airbus,A319-132,PASSENGER,No,United Airlines
OY-KAP,OY-KAP,AndyV,EVRA,ESSA,251.0,84,1:24 h,2026-02-20 16:49:00,2026-02-20 18:13:00,56.920752,23.970711,59.64849,17.928829,A320,Airbus,A320-232,PASSENGER,No,SAS
N2MK,N2MK,V1RotateAP,EGTE,EGHF,84.0,31,0:31 h,2026-02-20 16:12:00,2026-02-20 16:44:00,50.734261,-3.413984,,,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N792XJ,N792XJ,1562477,KOWD,KJWN,813.0,123,2:03 h,2026-02-20 14:50:00,2026-02-20 16:54:00,42.1904983521,-71.1728973389,,,C750,Cessna,Citation X,PASSENGER,Yes,
C-GUFR,C-GUFR,AndyV,CYUL,CYYZ,273.0,76,1:16 h,2026-02-20 00:57:00,2026-02-20 02:13:00,45.467837,-73.742294,43.6772,-79.6306,A332,Airbus,A330-243,PASSENGER,No,Air Transat
N2131X,N2131X,V1RotateAP,KMLD,KSLC,83.0,47,0:47 h,2026-02-19 22:28:00,2026-02-19 23:15:00,42.166599,-112.296997,40.78886,-111.979866,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,KJER,KMLD,101.0,50,0:50 h,2026-02-19 21:37:00,2026-02-19 22:27:00,,,42.166599,-112.296997,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,KBOI,KJER,92.0,52,0:52 h,2026-02-19 20:42:00,2026-02-19 21:35:00,43.5644,-116.223,,,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LKPR,EDSB,253.0,105,1:45 h,2026-02-21 11:11:00,2026-02-21 12:57:00,50.100874,14.259911,48.7794,8.0805,STAR,Beechcraft,Starship,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LOWW,LKPR,150.0,73,1:13 h,2026-02-21 06:35:00,2026-02-21 07:49:00,48.110298,16.5697,50.100874,14.259911,STAR,Beechcraft,Starship,PASSENGER,Yes,
C-GMIQ,C-GMIQ,Aaron1362041,CYYZ,CYWG,812.0,159,2:39 h,2026-02-21 03:17:00,2026-02-21 05:56:00,43.6772,-79.6306,49.9099998474,-97.2398986816,B38M,Boeing,737 MAX 8,PASSENGER,No,Air Canada
N889UA,N889UA,Lyra,MNMG,KIAH,1186.0,197,3:17 h,2026-02-20 20:45:00,2026-02-21 00:02:00,12.14150047302246,-86.16819763183594,29.984399795532227,-95.34140014648438,A319,Airbus,A319-132,PASSENGER,No,United Airlines
N171CB,N171CB,1715941,CYCZ,01MT,100.0,53,0:53 h,2026-02-20 20:12:00,2026-02-20 21:06:00,50.331052,-115.873739,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N171CB,N171CB,1715941,CKY8,CYCZ,67.0,39,0:39 h,2026-02-20 19:23:00,2026-02-20 20:02:00,,,50.331052,-115.873739,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,KSLC,KPVU,36.0,39,0:39 h,2026-02-20 18:57:00,2026-02-20 19:37:00,40.78886,-111.979866,40.2192,-111.723,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
