aircraft,tailnumber,pilot,departure,arrival,distance_nm,duration_min,duration_hhmm,date_dep_form,date_arr_form,dep_lat,dep_lon,arr_lat,arr_lon,ac_icao_type,ac_manufacturer,ac_model,ac_category,ac_is_ga,ac_airline_name
SX-DVX,SX-DVX,AndyV,LROP,LGAV,410.0,111,1:51 h,2026-02-20 18:37:00,2026-02-20 20:29:00,44.572127,26.103396,37.936401,23.9445,A320,Airbus,A320-232,PASSENGER,No,Aegean
N514RS,N514RS,jimmy_carrot,LIML,LOWW,339.0,119,1:59 h,2026-02-20 18:36:00,2026-02-20 20:35:00,45.445099,9.27674,48.110298,16.5697,STAR,Beechcraft,Starship,PASSENGER,Yes,
N171CB,N171CB,1715941,CKY8,CKY8,0.0,34,0:34 h,2026-02-20 18:33:00,2026-02-20 19:08:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N601JG,N601JG,Lyra,KMMU,KRIC,239.0,82,1:22 h,2026-02-22 18:18:00,2026-02-22 19:41:00,40.799062,-74.414949,37.505199,-77.319702,CL60,Bombardier,Challenger 600,PASSENGER,No,
G-CMKY,G-CMKY,bradfier,EGCK,EGAD,100.0,50,0:50 h,2026-02-22 17:38:00,2026-02-22 18:29:00,,,,,BE76,Beechcraft,Duchess,PASSENGER,Yes,
N23615,N23615,Frilex,KLSE,KMKE,156.0,62,1:02 h,2026-02-22 17:19:00,2026-02-22 18:21:00,43.879002,-91.256699,42.947201,-87.896599,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
G-CMKY,G-CMKY,bradfier,EGKA,EGCK,202.0,88,1:28 h,2026-02-22 16:02:00,2026-02-22 17:30:00,50.835602,-0.297222,,,BE76,Beechcraft,Duchess,PASSENGER,Yes,
N641UA,N641UA,Lyra,KIAH,KEWR,1215.0,184,3:04 h,2026-02-22 14:11:00,2026-02-22 17:16:00,29.984399795532227,-95.34140014648438,40.692501,-74.168701,B763,Boeing,767-322ER,PASSENGER,No,United Airlines
EI-EBK,EI-EBK,AndyV,EIDW,EGSS,254.0,75,1:15 h,2026-02-21 23:38:00,2026-02-22 00:54:00,53.428713,-6.262121,51.884998,0.235,B738,Boeing,737-800,PASSENGER,No,Ryanair
D-AIQU,D-AIQU,AndyV,EBBR,EDDF,163.0,94,1:34 h,2026-02-21 19:32:00,2026-02-21 21:06:00,50.901402,4.48444,50.030241,8.561096,A320,Airbus,A320,PASSENGER,No,Lufthansa
N752AN,N752AN,Aaron1362041,KJFK,KLAS,1948.0,335,5:35 h,2026-02-21 18:32:00,2026-02-22 00:08:00,40.639447,-73.779317,36.083361,-115.151817,B772,Boeing,777-200,PASSENGER,No,American Airlines
D-AIQU,D-AIQU,AndyV,EDDF,EBBR,163.0,72,1:12 h,2026-02-21 18:03:00,2026-02-21 19:16:00,50.030241,8.561096,50.901402,4.48444,A320,Airbus,A320,PASSENGER,No,Lufthansa
N321US,N321US,Phil,KDEN,KMSP,589.0,101,1:41 h,2026-02-21 15:19:00,2026-02-21 17:00:00,39.861698150635,-104.672996521,44.880081,-93.221741,A320,Airbus,A320,PASSENGER,No,Delta Air Lines
SE-RPJ,SE-RPJ,AndyV,EKCH,ENBR,366.0,133,2:13 h,2026-02-23 19:02:00,2026-02-23 21:15:00,55.617900848389,12.656000137329,60.2934,5.21814,B738,Boeing,737-8JP,PASSENGER,No,Norwegian
G-CEDK,G-CEDK,bradfier,ENTC,ENSB,517.0,106,1:46 h,2026-02-23 18:50:00,2026-02-23 20:36:00,69.683296,18.9189,78.246101379395,15.465600013733,C750,Cessna,Citation X,SPECIAL,No,
SE-RPJ,SE-RPJ,AndyV,ENGM,EKCH,279.0,91,1:31 h,2026-02-23 17:10:00,2026-02-23 18:41:00,60.193901,11.1004,55.617900848389,12.656000137329,B738,Boeing,737-8JP,PASSENGER,No,Norwegian
N514RS,N514RS,jimmy_carrot,EDSB,LSGG,172.0,56,0:56 h,2026-02-23 06:02:00,2026-02-23 06:59:00,48.7794,8.0805,46.238098,6.10895,STAR,Beechcraft,Starship,PASSENGER,Yes,
N3758Y,N3758Y,KDTW_Al,KIND,KMEM,331.0,99,1:39 h,2026-02-23 00:38:00,2026-02-23 02:17:00,39.7173,-86.294403,35.0424,-89.9767,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
N337B,N337B,V1RotateAP,KOSH,KSUE,70.0,50,0:50 h,2026-02-22 22:47:00,2026-02-22 23:37:00,43.98440170288086,-88.55699920654297,44.84370041,-87.42150116,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N23615,N23615,Frilex,KMDW,CYQG,215.0,85,1:25 h,2026-02-22 20:59:00,2026-02-22 22:24:00,41.785999,-87.752403,42.27560043334961,-82.95559692382812,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
G-CEDK,G-CEDK,bradfier,EDDN,ENTC,1232.0,195,3:15 h,2026-02-22 20:57:00,2026-02-23 00:13:00,49.498699,11.078056,69.683296,18.9189,C750,Cessna,Citation X,SPECIAL,No,
N505JB,N505JB,PilotDeviation,KDTW,KJFK,440.0,100,1:40 h,2026-02-22 18:52:00,2026-02-22 20:33:00,42.21377,-83.353786,40.639447,-73.779317,A320,Airbus,A320,PASSENGER,No,Jetblue
N23615,N23615,Frilex,KMKE,KMDW,70.0,36,0:36 h,2026-02-22 18:51:00,2026-02-22 19:27:00,42.947201,-87.896599,41.785999,-87.752403,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LSGG,LSZS,157.0,81,1:21 h,2026-02-24 15:44:00,2026-02-24 17:06:00,46.238098,6.10895,46.5341,9.88411,STAR,Beechcraft,Starship,PASSENGER,Yes,
N641UA,N641UA,Lyra,KEWR,TNCA,1706.0,280,4:40 h,2026-02-24 14:30:00,2026-02-24 19:10:00,40.692501,-74.168701,12.5014,-70.015198,B763,Boeing,767-322ER,PASSENGER,No,United Airlines
LV-GFQ,LV-GFQ,AndyV,SABE,SUMU,118.0,51,0:51 h,2026-02-24 02:11:00,2026-02-24 03:03:00,-34.5592,-58.4156,-34.835647,-56.026497,B738,Boeing,737-8SH,PASSENGER,No,Aerolineas Argentinas
N601JG,N601JG,Lyra,KMIA,KEWR,945.0,154,2:34 h,2026-02-24 00:00:00,2026-02-24 02:35:00,25.79319953918457,-80.29060363769531,40.692501,-74.168701,CL60,Bombardier,Challenger 600,PASSENGER,No,
N33286,N33286,AndyV,KIAD,KBOS,358.0,117,1:57 h,2026-02-23 23:24:00,2026-02-24 01:22:00,38.9445,-77.455803,42.36197,-71.0079,B738,Boeing,737-800,PASSENGER,No,United Airlines
N23615,N23615,Frilex,CYQG,KDCA,339.0,135,2:15 h,2026-02-23 23:02:00,2026-02-24 01:18:00,42.27560043334961,-82.95559692382812,38.8521,-77.037697,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N531DN,N531DN,1381271,KATL,KMSP,788.0,204,3:24 h,2026-02-23 22:02:00,2026-02-24 01:26:00,33.6367,-84.428101,44.880081,-93.221741,A359,Airbus,A350-941,PASSENGER,No,Delta Air Lines
N706JB,N706JB,AndyV,KBOS,KJFK,162.0,66,1:06 h,2026-02-23 21:50:00,2026-02-23 22:57:00,42.36197,-71.0079,40.639447,-73.779317,A320,Airbus,A320-232,PASSENGER,No,Jetblue
N601JG,N601JG,Lyra,KEWR,KMIA,945.0,161,2:41 h,2026-02-23 21:03:00,2026-02-23 23:44:00,40.692501,-74.168701,25.79319953918457,-80.29060363769531,CL60,Bombardier,Challenger 600,PASSENGER,No,
N601JG,N601JG,Lyra,KRIC,KEWR,241.0,69,1:09 h,2026-02-23 19:32:00,2026-02-23 20:42:00,37.505199,-77.319702,40.692501,-74.168701,CL60,Bombardier,Challenger 600,PASSENGER,No,
N2MK,N2MK,V1RotateAP,LFSJ,LFST,122.0,39,0:39 h,2026-02-25 16:41:00,2026-02-25 17:21:00,,,48.53829956054688,7.628230094909668,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LSZS,LSZH,78.0,60,1:00 h,2026-02-25 12:10:00,2026-02-25 13:11:00,46.5341,9.88411,47.458056,8.548056,STAR,Beechcraft,Starship,PASSENGER,Yes,
N23615,N23615,Frilex,KDCA,KEWR,172.0,76,1:16 h,2026-02-24 21:09:00,2026-02-24 22:25:00,38.8521,-77.037697,40.692501,-74.168701,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
G-CEDK,G-CEDK,bradfier,ENSB,CYRB,1334.0,213,3:33 h,2026-02-24 21:07:00,2026-02-25 00:40:00,78.246101379395,15.465600013733,74.7169036865,-94.9693984985,C750,Cessna,Citation X,SPECIAL,No,
EI-DSY,EI-DSY,AndyV,LIMC,LIRF,275.0,105,1:45 h,2026-02-24 21:02:00,2026-02-24 22:47:00,45.6306,8.72811,41.804532,12.251998,A320,Airbus,A320-216,PASSENGER,No,ITA Airways
N337B,N337B,V1RotateAP,KSUE,KMKE,115.0,67,1:07 h,2026-02-24 20:22:00,2026-02-24 21:30:00,44.84370041,-87.42150116,42.947201,-87.896599,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
LV-FVO,LV-FVO,lebrun,SABE,SAAV,209.0,56,0:56 h,2026-02-24 19:22:00,2026-02-24 20:19:00,-34.5592,-58.4156,-31.7117,-60.8117,B738,Boeing,737-8SH,PASSENGER,No,Aerolineas Argentinas
N641UA,N641UA,Lyra,TNCA,KEWR,1706.0,268,4:28 h,2026-02-24 19:16:00,2026-02-24 23:45:00,12.5014,-70.015198,40.692501,-74.168701,B763,Boeing,767-322ER,PASSENGER,No,United Airlines
EI-EBK,EI-EBK,AndyV,EGSS,EDDB,489.0,96,1:36 h,2026-02-24 18:57:00,2026-02-24 20:33:00,51.884998,0.235,52.362247,13.500672,B738,Boeing,737-800,PASSENGER,No,Ryanair
N2MK,N2MK,V1RotateAP,LFAT,LFSJ,141.0,41,0:41 h,2026-02-24 16:39:00,2026-02-24 17:21:00,50.518284,1.621656,,,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N3773D,N3773D,KDTW_Al,KORD,KRIC,557.0,101,1:41 h,2026-02-26 00:21:00,2026-02-26 02:02:00,41.9786,-87.9048,37.505199,-77.319702,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
N305DN,N305DN,1381271,KIND,KMSP,436.0,120,2:00 h,2026-02-25 23:26:00,2026-02-26 01:26:00,39.7173,-86.294403,44.880081,-93.221741,A321,Airbus,A321,PASSENGER,No,Delta Air Lines
N23615,N23615,Frilex,CYQI,CYHZ,127.0,69,1:09 h,2026-02-25 22:54:00,2026-02-26 00:03:00,43.82690048217773,-66.08809661865234,44.8807983398,-63.5085983276,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N78004,N78004,Lyra,MGGT,KEWR,1785.0,286,4:46 h,2026-02-25 22:17:00,2026-02-26 03:03:00,14.5833,-90.527496,40.692501,-74.168701,B772,Boeing,777-200,PASSENGER,No,United Airlines
N23615,N23615,Frilex,KBOS,CYQI,232.0,122,2:02 h,2026-02-25 20:30:00,2026-02-25 22:32:00,42.36197,-71.0079,43.82690048217773,-66.08809661865234,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KMKE,KTOL,199.0,90,1:30 h,2026-02-25 19:44:00,2026-02-25 21:14:00,42.947201,-87.896599,41.5868,-83.8078,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LSZH,LFMN,235.0,104,1:44 h,2026-02-25 19:26:00,2026-02-25 21:10:00,47.458056,8.548056,43.658401,7.21587,STAR,Beechcraft,Starship,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,LFST,LSGL,126.0,50,0:50 h,2026-02-25 17:55:00,2026-02-25 18:45:00,48.53829956054688,7.628230094909668,46.5453,6.61667,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N78004,N78004,Lyra,KEWR,MGGT,1785.0,286,4:46 h,2026-02-25 17:20:00,2026-02-25 22:07:00,40.692501,-74.168701,14.5833,-90.527496,B772,Boeing,777-200,PASSENGER,No,United Airlines
N23615,N23615,Frilex,KEWR,KBOS,174.0,103,1:43 h,2026-02-25 17:18:00,2026-02-25 19:02:00,40.692501,-74.168701,42.36197,-71.0079,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N171CB,N171CB,1715941,01MT,2MT1,40.0,32,0:32 h,2026-02-26 20:12:00,2026-02-26 20:45:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N337B,N337B,V1RotateAP,73PN,KFRG,170.0,65,1:05 h,2026-02-26 19:16:00,2026-02-26 20:21:00,,,40.7288017273,-73.4133987427,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KOYM,73PN,64.0,30,0:30 h,2026-02-26 18:40:00,2026-02-26 19:10:00,41.412498474121,-78.502601623535,,,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,K4G1,KOYM,85.0,40,0:40 h,2026-02-26 17:59:00,2026-02-26 18:39:00,,,41.412498474121,-78.502601623535,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N78004,N78004,Lyra,KEWR,EHAM,3168.0,413,6:53 h,2026-02-26 17:38:00,2026-02-27 00:31:00,40.692501,-74.168701,52.308601,4.76389,B772,Boeing,777-200,PASSENGER,No,United Airlines
N104TQ,N104TQ,PilotDeviation,KSJC,KTRK,144.0,77,1:17 h,2026-02-26 17:34:00,2026-02-26 18:51:00,37.362452,-121.929188,39.318628,-120.140562,SR22,Cirrus,SR22,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KBJJ,K4G1,75.0,32,0:32 h,2026-02-26 17:26:00,2026-02-26 17:58:00,40.8748016357,-81.88829803470001,,,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,58OH,KBJJ,64.0,39,0:39 h,2026-02-26 16:44:00,2026-02-26 17:23:00,,,40.8748016357,-81.88829803470001,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KTOL,58OH,43.0,25,0:25 h,2026-02-26 16:18:00,2026-02-26 16:43:00,41.5868,-83.8078,,,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N171CB,N171CB,1715941,KJAC,K40U,164.0,84,1:24 h,2026-02-27 10:45:00,2026-02-27 12:09:00,43.6072998046875,-110.73799896240234,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LFPB,LFMN,375.0,126,2:06 h,2026-02-27 08:41:00,2026-02-27 10:47:00,48.969398,2.44139,43.658401,7.21587,STAR,Beechcraft,Starship,PASSENGER,Yes,
N171CB,N171CB,1715941,KGTF,KJAC,234.0,118,1:58 h,2026-02-27 08:36:00,2026-02-27 10:35:00,47.48199844,-111.3710022,43.6072998046875,-110.73799896240234,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N171CB,N171CB,1715941,2MT1,KGTF,120.0,49,0:49 h,2026-02-27 07:34:00,2026-02-27 08:24:00,,,47.48199844,-111.3710022,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LIRP,LFPB,457.0,132,2:12 h,2026-02-27 05:30:00,2026-02-27 07:42:00,43.683899,10.3927,48.969398,2.44139,STAR,Beechcraft,Starship,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LFMN,LIRP,137.0,63,1:03 h,2026-02-27 04:23:00,2026-02-27 05:26:00,43.658401,7.21587,43.683899,10.3927,STAR,Beechcraft,Starship,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KESN,KJGG,98.0,41,0:41 h,2026-02-27 03:11:00,2026-02-27 03:52:00,38.804199,-76.069,,,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KACY,KESN,92.0,1037,17:17 h,2026-02-27 01:48:00,2026-02-27 19:06:00,39.45759963989258,-74.57720184326172,38.804199,-76.069,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N23615,N23615,Frilex,CYHZ,CYYR,520.0,189,3:09 h,2026-02-26 23:16:00,2026-02-27 02:25:00,44.8807983398,-63.5085983276,53.3191986084,-60.4258003235,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KFRG,KACY,93.0,49,0:49 h,2026-02-26 22:35:00,2026-02-26 23:25:00,40.7288017273,-73.4133987427,39.45759963989258,-74.57720184326172,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LSZH,EHAM,325.0,120,2:00 h,2026-02-27 20:08:00,2026-02-27 22:09:00,47.458056,8.548056,52.308601,4.76389,STAR,Beechcraft,Starship,PASSENGER,Yes,
G-DBCA,G-DBCA,alphagolfcharlie,EGLL,ESSA,789.0,124,2:04 h,2026-02-27 20:01:00,2026-02-27 22:05:00,51.4706,-0.461941,59.64849,17.928829,A319,Airbus,A319,PASSENGER,No,British Airways
N337B,N337B,V1RotateAP,KFFA,KMQI,6.0,6,0:06 h,2026-02-27 18:26:00,2026-02-27 18:32:00,36.0181999207,-75.67130279540001,35.91879,-75.695662,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KMQI,KFFA,6.0,5,0:05 h,2026-02-27 18:20:00,2026-02-27 18:25:00,35.91879,-75.695662,36.0181999207,-75.67130279540001,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KJGG,KMQI,93.0,43,0:43 h,2026-02-27 17:35:00,2026-02-27 18:19:00,,,35.91879,-75.695662,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,LSGL,LOWI,198.0,64,1:04 h,2026-02-27 16:17:00,2026-02-27 17:21:00,46.5453,6.61667,47.260201,11.344,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N104TQ,N104TQ,PilotDeviation,KTRK,KTWF,318.0,124,2:04 h,2026-02-27 14:49:00,2026-02-27 16:53:00,39.318628,-120.140562,42.4818,-114.487999,SR22,Cirrus,SR22,PASSENGER,Yes,
N23615,N23615,Frilex,CYYR,BGGH,705.0,278,4:38 h,2026-02-27 13:12:00,2026-02-27 17:51:00,53.3191986084,-60.4258003235,64.191066,-51.67914,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N171CB,N171CB,1715941,K40U,KCNY,134.0,90,1:30 h,2026-02-27 12:24:00,2026-02-27 13:54:00,,,38.755001,-109.754997,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LFMN,LSZH,235.0,99,1:39 h,2026-02-27 11:07:00,2026-02-27 12:46:00,43.658401,7.21587,47.458056,8.548056,STAR,Beechcraft,Starship,PASSENGER,Yes,
N171CB,N171CB,1715941,UT03,KU07,26.0,17,0:17 h,2026-02-28 14:11:00,2026-02-28 14:29:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N171CB,N171CB,1715941,KCNY,UT03,59.0,57,0:57 h,2026-02-28 13:12:00,2026-02-28 14:09:00,38.755001,-109.754997,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
G-CEDK,G-CEDK,bradfier,CYRB,CYZF,841.0,121,2:01 h,2026-02-28 12:47:00,2026-02-28 14:49:00,74.7169036865,-94.9693984985,62.462799,-114.440002,C750,Cessna,Citation X,SPECIAL,No,
9V-SMY,9V-SMY,alphagolfcharlie,WSSS,YSSY,3398.0,487,8:07 h,2026-02-28 12:30:00,2026-02-28 20:37:00,1.35019,103.994003,-33.946098,151.177002,A359,Airbus,A350-900,PASSENGER,No,Singapore Airlines
F-GKXC,F-GKXC,1293211,LEBB,LPPT,391.0,104,1:44 h,2026-02-28 12:19:00,2026-02-28 14:04:00,43.301102,-2.91061,38.7813,-9.13592,A320,Airbus,A320,PASSENGER,No,Air France
T7-ZEM,T7-ZEM,jimmy_carrot,EDDS,LSZS,132.0,75,1:15 h,2026-02-28 06:17:00,2026-02-28 07:32:00,48.689899,9.22196,46.5341,9.88411,TBM8,Socata,TBM 850,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,EHAM,EDDH,204.0,77,1:17 h,2026-02-28 04:41:00,2026-02-28 05:58:00,52.308601,4.76389,53.630402,9.98823,STAR,Beechcraft,Starship,PASSENGER,Yes,
N23615,N23615,Frilex,BGGH,BGKK,379.0,147,2:27 h,2026-02-27 20:13:00,2026-02-27 22:40:00,64.191066,-51.67914,65.573601,-37.1236,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,KOGD,KSPK,65.0,35,0:35 h,2026-02-28 22:11:00,2026-02-28 22:46:00,41.195899963379,-112.0120010376,,,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,KPVU,KOGD,60.0,35,0:35 h,2026-02-28 21:34:00,2026-02-28 22:10:00,40.2192,-111.723,41.195899963379,-112.0120010376,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N23615,N23615,Frilex,BGKK,BIKF,382.0,142,2:22 h,2026-02-28 18:17:00,2026-02-28 20:40:00,65.573601,-37.1236,63.985001,-22.6056,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N171CB,N171CB,1715941,KU96,KL41,63.0,53,0:53 h,2026-02-28 17:53:00,2026-02-28 18:46:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N171CB,N171CB,1715941,KU07,KU96,9.0,14,0:14 h,2026-02-28 17:14:00,2026-02-28 17:28:00,,,,,DA40,Diamond,DA40 Diamond Star,PASSENGER,Yes,
N514RS,N514RS,jimmy_carrot,LSGG,LFPB,221.0,84,1:24 h,2026-02-28 17:00:00,2026-02-28 18:25:00,46.238098,6.10895,48.969398,2.44139,STAR,Beechcraft,Starship,PASSENGER,Yes,
PH-KCI,PH-KCI,Aaron1362041,EHAM,KATL,3815.0,612,10:12 h,2026-02-28 16:32:00,2026-03-01 02:44:00,52.308601,4.76389,33.6367,-84.428101,MD11,McDonnell Douglas,MD-11,PASSENGER,No,KLM (Retro)
N78004,N78004,Lyra,EHAM,KIAD,3352.0,514,8:34 h,2026-02-28 15:10:00,2026-02-28 23:44:00,52.308601,4.76389,38.9445,-77.455803,B772,Boeing,777-200,PASSENGER,No,United Airlines
F-GKXC,F-GKXC,1293211,LPPT,LXGB,239.0,75,1:15 h,2026-02-28 14:41:00,2026-02-28 15:56:00,38.7813,-9.13592,36.151199,-5.34966,A320,Airbus,A320,PASSENGER,No,Air France
N514RS,N514RS,jimmy_carrot,EDDH,LSGG,468.0,155,2:35 h,2026-02-28 14:14:00,2026-02-28 16:49:00,53.630402,9.98823,46.238098,6.10895,STAR,Beechcraft,Starship,PASSENGER,Yes,
N2131X,N2131X,V1RotateAP,KSPK,KSLC,41.0,43,0:43 h,2026-03-04 04:01:00,2026-03-04 04:45:00,,,40.78886,-111.979866,C337,Cessna,337 Super Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KSGJ,KX21,84.0,42,0:42 h,2026-03-04 01:40:00,2026-03-04 02:22:00,29.9592,-81.339798,,,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N34549,N34549,cautionwake,KOSH,KETB,38.0,28,0:28 h,2026-03-04 01:02:00,2026-03-04 01:30:00,43.98440170288086,-88.55699920654297,43.422278,-88.128966,BE58,Beechcraft,B58TC Baron,PASSENGER,Yes,
N23615,N23615,Frilex,EGEC,EGNS,89.0,50,0:50 h,2026-03-03 23:54:00,2026-03-04 00:45:00,55.437198638916016,-5.686389923095703,54.083302,-4.62389,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N23615,N23615,Frilex,EGPO,EGEC,168.0,102,1:42 h,2026-03-03 21:29:00,2026-03-03 23:12:00,58.215599,-6.33111,55.437198638916016,-5.686389923095703,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N337B,N337B,V1RotateAP,1GA0,KSGJ,100.0,53,0:53 h,2026-03-03 21:07:00,2026-03-03 22:01:00,,,29.9592,-81.339798,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KJZI,1GA0,92.0,49,0:49 h,2026-03-03 20:13:00,2026-03-03 21:02:00,,,,,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
EI-EBK,EI-EBK,AndyV,EDDB,EGSS,489.0,123,2:03 h,2026-03-03 19:50:00,2026-03-03 21:53:00,52.362247,13.500672,51.884998,0.235,B738,Boeing,737-800,PASSENGER,No,Ryanair
EI-DSY,EI-DSY,AndyV,LIRF,DTTA,311.0,81,1:21 h,2026-03-03 17:59:00,2026-03-03 19:20:00,41.804532,12.251998,36.851002,10.2272,A320,Airbus,A320-216,PASSENGER,No,ITA Airways
N794UA,N794UA,Lyra,KSFO,WSSS,7333.0,1024,17:04 h,2026-03-03 12:41:00,2026-03-04 05:45:00,37.619806,-122.374821,1.35019,103.994003,B772,Boeing,777-222ER,PASSENGER,No,United Airlines
N306SW,N306SW,AndyV,KMIA,KDTW,997.0,182,3:02 h,2026-03-02 22:21:00,2026-03-03 01:24:00,25.79319953918457,-80.29060363769531,42.21377,-83.353786,B38M,Boeing,737 MAX 8,PASSENGER,No,American Airlines
N337B,N337B,V1RotateAP,KMYR,KJZI,79.0,47,0:47 h,2026-03-02 21:48:00,2026-03-02 22:36:00,33.679699,-78.928299,,,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
D-ABNN,D-ABNN,AndyV,EDDL,EGLL,271.0,73,1:13 h,2026-03-02 20:40:00,2026-03-02 21:54:00,51.289501,6.76678,51.4706,-0.461941,A320,Airbus,A320,PASSENGER,No,Eurowings
N337B,N337B,V1RotateAP,KMRH,KMYR,129.0,61,1:01 h,2026-03-02 20:30:00,2026-03-02 21:31:00,,,33.679699,-78.928299,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N337B,N337B,V1RotateAP,KMQI,KMRH,85.0,44,0:44 h,2026-03-02 19:44:00,2026-03-02 20:28:00,35.91879,-75.695662,,,C337,Cessna,T337C Skymaster,PASSENGER,Yes,
N23615,N23615,Frilex,EKVG,EGPO,232.0,119,1:59 h,2026-03-02 18:31:00,2026-03-02 20:30:00,62.063256,-7.275782,58.215599,-6.33111,BE36,Beechcraft,A36 Bonanza,PASSENGER,Yes,
N234QS,N234QS,Lyra,KEWR,KSFO,2223.0,389,6:29 h,2026-03-02 18:02:00,2026-03-03 00:31:00,40.692501,-74.168701,37.619806,-122.374821,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
9H-WDH,9H-WDH,AndyV,LHBP,EKCH,549.0,144,2:24 h,2026-03-02 17:54:00,2026-03-02 20:19:00,47.43018,19.262393,55.617900848389,12.656000137329,A21N,Airbus,A321-271NX,PASSENGER,No,Wizz Air
N104TQ,N104TQ,PilotDeviation,KTWF,KGNB,412.0,135,2:15 h,2026-03-02 17:44:00,2026-03-02 19:59:00,42.4818,-114.487999,,,SR22,Cirrus,SR22,PASSENGER,Yes,
N234QS,N234QS,Lyra,KBZN,KEWR,1631.0,214,3:34 h,2026-03-02 14:22:00,2026-03-02 17:56:00,45.7775,-111.153,40.692501,-74.168701,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N514RS,N514RS,jimmy_carrot,EGLF,LSZH,429.0,125,2:05 h,2026-03-02 13:50:00,2026-03-02 15:55:00,51.275799,-0.776333,47.458056,8.548056,STAR,Beechcraft,Starship,PASSENGER,Yes,
